HR_UID,nameid,province,region,analysisTime,dates,underasc_025,underasc_50,underasc_975
0,USMichiganClinton,Michigan,Clinton,2021-03-04 21:48:57.810786,2021-03-04 00:00:00.000000,6.338640746146601,8.7722293172916,11.87225875467273
