HR_UID,nameid,province,region,analysisTime,dates,underasc_025,underasc_50,underasc_975
0,USKansasStanton,Kansas,Stanton,2021-03-04 21:21:21.701866,2021-03-04 00:00:00.000000,4.546908321086019,5.477444113305418,6.59301484712223
