HR_UID,nameid,province,region,analysisTime,dates,underasc_025,underasc_50,underasc_975
0,Singapore,,,2021-05-09 05:00:35.737583,2021-05-09 00:00:00.000000,3.4731180740439367,5.432397886564333,11.557360659822734
