HR_UID,nameid,province,region,analysisTime,dates,underasc_025,underasc_50,underasc_975
0,USNebraskaBanner,Nebraska,Banner,2021-03-04 19:15:31.994316,2021-03-04 00:00:00.000000,4.781649876943264,6.282735384301768,7.9717253454963375
