FIPS,HR_UID,nameid,province,region,analysisTime,dates,compute_time,divergences,draws,tunes,pointprevalence_025,pointprevalence_50,pointprevalence_975,pointinfections_025,pointinfections_50,pointinfections_975,pointinfectious_025,pointinfectious_50,pointinfectious_975,pointinfectiousprevalence_025,pointinfectiousprevalence_50,pointinfectiousprevalence_975,infectrate_025,infectrate_50,infectrate_975
19157,0,USIowaPoweshiek,Iowa,Poweshiek,2021-01-21 01:30:49.162024,2021-01-21 00:00:00.000000,0:41:11.968414,0,40,100,1.59223631,3.00922470,4.86081075,294,556,899,193,346,569,1.04639521,1.87106403,3.07610640,0.30977424,0.70785130,1.91245686
