HR_UID,nameid,province,region,analysisTime,dates,compute_time,pointprevalence_025,pointprevalence_50,pointprevalence_975,pointinfections_025,pointinfections_50,pointinfections_975,lastObsDate,cuminf_50,underasc_50,pointprevalence_pred7d_025,pointprevalence_pred7d_50,pointprevalence_pred7d_975,pointprevalence_pred14d_025,pointprevalence_pred14d_50,pointprevalence_pred14d_975
2410,CanadaQuebecNord-du-Québec,Quebec,Nord-du-Québec,2021-12-10 06:07:33.718015,2021-12-10 00:00:00.000000,1:55:54.200764,0.06865282,0.13121871,0.25464439,10,19,37,2021-12-09,1.08873261,5.01214174,0.02116562,0.04525077,0.10658475,0.00498806,0.01535836,0.06455029
2417,CanadaQuebecNunavik,Quebec,Nunavik,2021-12-10 06:16:34.454736,2021-12-10 00:00:00.000000,2:04:50.886152,3.29594442,6.64927323,11.60312204,456,920,1606,2021-12-09,1.23286252,9.88085204,1.56879992,3.76817689,7.59229608,0.74255300,2.05155370,5.08493458
2407,CanadaQuebecOutaouais,Quebec,Outaouais,2021-12-10 07:36:36.063780,2021-12-10 00:00:00.000000,3:25:09.708219,0.34634556,0.60915565,1.08765763,1418,2494,4453,2021-12-09,22.61207460,7.54048713,0.42006270,0.91308196,1.58068833,0.49451455,1.29133753,2.47861223
2402,CanadaQuebecSaguenay,Quebec,Saguenay,2021-12-10 07:13:27.153199,2021-12-10 00:00:00.000000,3:01:57.723389,0.28457766,0.42993608,0.66156058,786,1187,1827,2021-12-09,32.65325963,7.56774846,0.49842510,0.79751709,1.21014827,0.89917481,1.44801764,2.39913620
2418,CanadaQuebecTerres-Cries-de-la-Baie-James,Quebec,Terres-Cries-de-la-Baie-James,2021-12-10 05:47:42.061958,2021-12-10 00:00:00.000000,1:47:31.922865,0.00016442,0.00172191,0.01594575,0,0,2,2021-12-09,8.82476461,12.69231485,0.00002724,0.00059449,0.00917443,0.00000452,0.00020399,0.00548525
6001,CanadaYukonYukon,Yukon,Yukon,2021-12-10 06:20:43.078194,2021-12-10 00:00:00.000000,2:09:32.095534,1.18376768,2.47632883,4.28301753,467,977,1690,2021-12-09,0.20554413,5.11665298,0.53271908,1.46233945,2.69934551,0.23811289,0.83120839,1.68908123
4750,CanadaSaskatchewanCentralEast,Saskatchewan,Central East,2021-12-10 06:33:06.520060,2021-12-10 00:00:00.000000,2:22:14.372845,0.59808761,1.19526498,2.54223352,583,1165,2478,2021-12-09,27.72804338,10.40810823,0.38951467,0.88693907,2.35011729,0.25582895,0.68565770,2.16222889
4751,CanadaSaskatchewanCentralWest,Saskatchewan,Central West,2021-12-10 05:39:07.045950,2021-12-10 00:00:00.000000,1:28:25.576243,0.04790905,0.12590435,0.29883943,17,45,108,2021-12-09,19.90553677,10.91528863,0.01982417,0.07009293,0.23452319,0.00765356,0.03704611,0.20730204
4752,CanadaSaskatchewanFarNorthCentral,Saskatchewan,Far North Central,2021-12-10 05:17:51.085615,2021-12-10 00:00:00.000000,1:07:13.797734,0.00000832,0.00026227,0.00596729,0,0,0,2021-12-09,78.97132776,5.51252442,0.00000210,0.00010414,0.00302828,0.00000053,0.00004208,0.00153525
4753,CanadaSaskatchewanFarNorthEast,Saskatchewan,Far North East,2021-12-10 05:51:28.088531,2021-12-10 00:00:00.000000,1:40:46.632133,0.10220426,0.21273956,0.41023440,24,50,96,2021-12-09,82.79195571,8.75249520,0.05166727,0.12510420,0.27704116,0.02355872,0.07439280,0.19514928
4754,CanadaSaskatchewanFarNorthWest,Saskatchewan,Far North West,2021-12-10 06:11:50.298947,2021-12-10 00:00:00.000000,2:01:19.686772,0.10492160,0.25680980,0.48747440,28,70,134,2021-12-09,64.50834777,7.16750731,0.05006336,0.14934912,0.33021166,0.02265415,0.09158228,0.22498018
4755,CanadaSaskatchewanNorthCentral,Saskatchewan,North Central,2021-12-10 06:35:18.642439,2021-12-10 00:00:00.000000,2:24:54.999317,0.30876461,0.65279926,1.19605865,271,573,1051,2021-12-09,61.71904428,11.99521835,0.19722906,0.49404117,1.04037425,0.12547208,0.35656166,0.93794946
4756,CanadaSaskatchewanNorthEast,Saskatchewan,North East,2021-12-10 06:20:38.834438,2021-12-10 00:00:00.000000,2:10:21.660523,0.04412072,0.09150745,0.21898260,17,37,89,2021-12-09,59.77312911,12.78019196,0.02122559,0.05498551,0.16300346,0.00985549,0.03209921,0.10963450
4757,CanadaSaskatchewanNorthWest,Saskatchewan,North West,2021-12-10 06:31:07.544810,2021-12-10 00:00:00.000000,2:20:50.421466,0.17072715,0.27096908,0.49711641,136,216,396,2021-12-09,49.36497820,8.52790086,0.10259033,0.20121014,0.41225143,0.06202238,0.13750097,0.38619091
4758,CanadaSaskatchewanRegina,Saskatchewan,Regina,2021-12-10 07:18:51.200074,2021-12-10 00:00:00.000000,3:08:38.124818,0.19336348,0.34095430,0.61264875,526,929,1669,2021-12-09,51.34708119,11.53079379,0.10827284,0.26260076,0.50095566,0.06028221,0.20433019,0.41492107
4759,CanadaSaskatchewanSaskatoon,Saskatchewan,Saskatoon,2021-12-10 07:09:44.964748,2021-12-10 00:00:00.000000,2:59:36.467534,0.14864119,0.27747565,0.53436959,514,960,1849,2021-12-09,35.10787039,10.52624312,0.10927868,0.21472799,0.52597745,0.07397970,0.16612880,0.51526887
4760,CanadaSaskatchewanSouthCentral,Saskatchewan,South Central,2021-12-10 05:47:45.542947,2021-12-10 00:00:00.000000,1:38:00.443802,0.10403496,0.20730630,0.42818104,62,124,257,2021-12-09,20.57016331,7.53359555,0.04778970,0.14896230,0.49887941,0.01966337,0.10598345,0.58736695
4761,CanadaSaskatchewanSouthEast,Saskatchewan,South East,2021-12-10 06:33:44.200815,2021-12-10 00:00:00.000000,2:24:00.455048,0.70023606,1.32600563,1.88485238,634,1202,1708,2021-12-09,40.69906911,12.15067147,0.44791480,0.99571630,1.53605061,0.28787801,0.73621438,1.23761732
4762,CanadaSaskatchewanSouthWest,Saskatchewan,South West,2021-12-10 05:37:36.435265,2021-12-10 00:00:00.000000,1:27:47.517131,0.04384203,0.11144400,0.25185756,16,42,95,2021-12-09,19.08361126,7.14452187,0.01484459,0.06055833,0.20251455,0.00511949,0.03084762,0.18327909
0,CanadaNovaScotia,Nova Scotia,,2021-12-10 07:29:04.021567,2021-12-10 00:00:00.000000,3:18:55.138467,0.21188363,0.36301339,0.59113742,2058,3526,5742,2021-12-08,7.37042416,12.19555728,0.18542900,0.35410132,0.69073572,0.14159627,0.32412245,0.85858942
0,CanadaAlberta,Alberta,,2021-12-08 10:01:32.463201,2021-12-08 00:00:00.000000,4:00:45.591397,0.23871867,0.37219796,0.77086570,10535,16425,34019,2021-12-06,39.32589109,7.61805452,0.17338376,0.27274180,0.79962748,0.11944228,0.19187831,0.82800981
0,CanadaBritishColumbia,British Columbia,,2021-12-08 08:55:07.293435,2021-12-08 00:00:00.000000,2:56:47.934832,0.86295603,1.10423269,1.58008544,44104,56436,80756,2021-12-06,45.13619626,8.66951073,0.78681915,1.01712295,1.47187745,0.70557179,0.92272456,1.35181573
0,CanadaManitoba,Manitoba,,2021-12-10 07:34:24.789504,2021-12-10 00:00:00.000000,3:24:36.045633,1.29316776,1.67365233,2.19127043,17813,23054,30185,2021-12-08,29.54264260,8.35986436,1.16657147,1.56751356,2.03434230,0.92991541,1.43538373,1.86721827
0,CanadaNewBrunswick,New Brunswick,,2021-12-10 07:33:25.542691,2021-12-10 00:00:00.000000,3:23:54.096925,0.61072652,0.97265042,1.51090112,4763,7586,11784,2021-12-08,1.63719754,6.06849548,0.62016728,1.05570865,2.22277049,0.49156671,1.11828554,3.37625000
0,CanadaNewfoundlandandLabrador,Newfoundland and Labrador,,2021-12-10 06:28:09.908132,2021-12-10 00:00:00.000000,2:18:51.587989,0.00802942,0.02100435,0.05177340,41,109,269,2021-12-08,1.94038575,6.12700453,0.00488242,0.01854372,0.07700916,0.00264291,0.01556689,0.10089658
0,CanadaOntario,Ontario,,2021-12-08 09:32:14.137060,2021-12-08 00:00:00.000000,3:40:03.770079,0.14945256,0.33663775,1.39361451,21987,49525,205026,2021-12-06,20.05127654,5.48836765,0.15115401,0.32388125,1.59258736,0.15294288,0.30831728,2.01375735
0,CanadaPrinceEdwardIsland,Prince Edward Island,,2021-12-10 07:02:26.676708,2021-12-10 00:00:00.000000,2:53:30.330933,0.35904730,0.78200513,1.31614113,567,1236,2081,2021-12-08,0.61214896,4.65057526,0.33510670,1.01893338,2.28565319,0.30772268,1.28371771,4.16577817
0,CanadaQuebec,Quebec,,2021-12-08 09:22:40.542757,2021-12-08 00:00:00.000000,3:33:53.873582,0.70098760,1.21716851,1.68085844,59848,103917,143506,2021-12-06,21.52467403,4.77079381,0.71795326,1.33170795,1.88481209,0.74170767,1.33938208,2.20022454
0,CanadaSaskatchewan,Saskatchewan,,2021-12-08 09:59:34.113258,2021-12-08 00:00:00.000000,4:11:35.031604,0.21484017,0.45810180,0.77611836,2538,5413,9171,2021-12-06,23.40366831,5.52623401,0.14421838,0.35246870,0.66971079,0.08455570,0.25957009,0.57050845
0,CanadaNorthwestTerritories,Northwest Territories,,2021-12-08 07:37:11.256803,2021-12-08 00:00:00.000000,4:11:35.395446,0.14213672,0.23077911,0.61642742,63,103,276,2021-12-06,4.59505117,4.97876910,0.06569965,0.13525601,0.44127657,0.02603172,0.07463689,0.29634696
0,CanadaYukon,Yukon,,2021-12-10 06:21:05.230900,2021-12-10 00:00:00.000000,2:12:21.031881,1.63644123,2.96150156,5.67876943,672,1216,2332,2021-12-08,0.24961600,4.39273624,0.89196834,1.92406194,3.70749857,0.43344424,1.09478042,2.36125815
