FIPS,HR_UID,nameid,province,region,analysisTime,dates,compute_time,divergences,draws,tunes,pointprevalence_025,pointprevalence_50,pointprevalence_975,pointinfections_025,pointinfections_50,pointinfections_975,pointinfectious_025,pointinfectious_50,pointinfectious_975,pointinfectiousprevalence_025,pointinfectiousprevalence_50,pointinfectiousprevalence_975,infectrate_025,infectrate_50,infectrate_975
0,0,UnitedKingdomGibraltar,Gibraltar,,2021-11-24 01:56:55.372350,2021-11-24 00:00:00.000000,3:09:30.933687,0,40,100,6.18759477,7.50538463,8.52117232,2084,2528,2870,1605,1965,2274,4.76547702,5.83496146,6.75077096,0.72780384,1.16679925,2.06804540
