HR_UID,nameid,province,region,analysisTime,dates,cuminf_025,cuminf_50,cuminf_975
0,USVirginiaRichmond,Virginia,Richmond,2021-02-10 02:15:59.730797,2021-02-10 00:00:00.000000,9159.299292488035,10171.800355318173,10511.821347153418
