HR_UID,nameid,province,region,analysisTime,dates,cuminf_025,cuminf_50,cuminf_975
0,USConnecticutLitchfield,Connecticut,Litchfield,2021-02-17 17:55:14.408243,2021-02-17 00:00:00.000000,36.22212153114235,49.8657538450921,83.96644770248896
