HR_UID,nameid,province,region,analysisTime,dates,cuminf_025,cuminf_50,cuminf_975
4834,CanadaAlbertaEdmonton,Alberta,Edmonton,2021-02-16 17:49:04.462600,2021-02-16 00:00:00.000000,36.7150322849537,59.45316238659612,72.94346911686202
