HR_UID,nameid,province,region,analysisTime,dates,underasc_025,underasc_50,underasc_975
0,Haiti,,,2021-02-22 14:55:07.229535,2021-02-22 00:00:00.000000,6.773883570427761,11.676653176324713,14.971018303401916
