HR_UID,nameid,province,region,analysisTime,dates,cuminf_025,cuminf_50,cuminf_975
0,USPennsylvaniaBucks,Pennsylvania,Bucks,2021-02-22 20:12:09.649058,2021-02-22 00:00:00.000000,34.289905857051316,43.269453962032394,76.39887686684467
