HR_UID,nameid,province,region,analysisTime,dates,cuminf_025,cuminf_50,cuminf_975
0,USNewYorkNassau,New York,Nassau,2021-05-09 10:18:40.380655,2021-05-09 00:00:00.000000,64.47864631589549,75.61755016392456,86.17274778385404
