HR_UID,nameid,province,region,analysisTime,dates,underasc_025,underasc_50,underasc_975
0,USPennsylvaniaTioga,Pennsylvania,Tioga,2021-05-02 03:52:19.863441,2021-05-02 00:00:00.000000,6.4897803177066145,8.740946206517343,10.07908468674783
