HR_UID,nameid,province,region,analysisTime,dates,cuminf_025,cuminf_50,cuminf_975
0,USCaliforniaModoc,California,Modoc,2021-02-23 04:08:56.108085,2021-02-23 00:00:00.000000,30.84755962424738,73.23041331121526,94.14715991822622
