HR_UID,nameid,province,region,analysisTime,dates,cuminf_025,cuminf_50,cuminf_975
0,USMissouriStoddard,Missouri,Stoddard,2021-02-22 22:17:09.455164,2021-02-22 00:00:00.000000,63.49697978862083,79.97843292044581,93.50479486062997
