HR_UID,nameid,province,region,analysisTime,dates,cuminf_025,cuminf_50,cuminf_975
0,Malawi,,,2021-05-09 03:43:08.739081,2021-05-09 00:00:00.000000,1.671323054377837,2.5094981848048183,3.191037844731957
