HR_UID,nameid,province,region,analysisTime,dates,cuminf_025,cuminf_50,cuminf_975
0,USColoradoPitkin,Colorado,Pitkin,2021-02-23 03:39:18.015846,2021-02-23 00:00:00.000000,83.74945794308793,98.29456234755597,103.13773985340089
