HR_UID,nameid,province,region,analysisTime,dates,underasc_025,underasc_50,underasc_975
0,USKansasStevens,Kansas,Stevens,2021-02-17 14:48:36.903597,2021-02-17 00:00:00.000000,4.164176754972738,4.7497887891934845,5.4897207596885
