HR_UID,nameid,province,region,analysisTime,dates,cuminf_025,cuminf_50,cuminf_975
0,USWyomingGoshen,Wyoming,Goshen,2021-02-10 01:02:14.843848,2021-02-10 00:00:00.000000,7494.791206742788,8908.721436037436,9682.513392227609
