HR_UID,nameid,province,region,analysisTime,dates,underasc_025,underasc_50,underasc_975
0,USMississippiMadison,Mississippi,Madison,2021-05-09 10:20:28.049254,2021-05-09 00:00:00.000000,4.678454576679169,6.283753376081363,8.02751886392868
