HR_UID,nameid,province,region,analysisTime,dates,cuminf_025,cuminf_50,cuminf_975
0,USIowaShelby,Iowa,Shelby,2021-03-04 21:45:51.937360,2021-03-04 00:00:00.000000,74.28801616101772,87.70835522147948,97.47439614195414
