HR_UID,nameid,province,region,analysisTime,dates,underasc_025,underasc_50,underasc_975
0,USIdahoTwinFalls,Idaho,Twin Falls,2021-02-17 16:28:05.377884,2021-02-17 00:00:00.000000,4.401486109455372,5.590312742102288,6.806547019314564
