HR_UID,nameid,province,region,analysisTime,dates,underasc_025,underasc_50,underasc_975
0,USLouisianaLivingston,Louisiana,Livingston,2021-02-17 12:51:41.617091,2021-02-17 00:00:00.000000,4.413808084357179,6.204229770724559,7.68343212659854
