HR_UID,nameid,province,region,analysisTime,dates,cuminf_025,cuminf_50,cuminf_975
0,USSouthDakotaYankton,South Dakota,Yankton,2021-02-10 04:14:07.853248,2021-02-10 00:00:00.000000,7902.888616739422,8849.64147361286,9572.997396522569
