HR_UID,nameid,province,region,analysisTime,dates,underasc_025,underasc_50,underasc_975
0,USVirginiaPowhatan,Virginia,Powhatan,2021-03-04 15:44:55.823016,2021-03-04 00:00:00.000000,8.793897057293933,12.566196403078164,14.993080269177153
