HR_UID,nameid,province,region,analysisTime,dates,underasc_025,underasc_50,underasc_975
0,USArkansasVanBuren,Arkansas,Van Buren,2021-03-05 00:10:49.882723,2021-03-05 00:00:00.000000,4.672617083913145,6.298603991876873,7.956637506453239
