HR_UID,nameid,province,region,analysisTime,dates,underasc_025,underasc_50,underasc_975
1303,CanadaNewBrunswickZone3(Frederictonarea),New Brunswick,Zone 3 (Fredericton area),2021-02-23 15:15:51.802060,2021-02-23 00:00:00.000000,10.115372239565433,12.697279801580105,14.883607924760692
