HR_UID,nameid,province,region,analysisTime,dates,underasc_025,underasc_50,underasc_975
0,USWestVirginiaMercer,West Virginia,Mercer,2021-03-04 15:19:01.778597,2021-03-04 00:00:00.000000,7.600926447187718,9.675954362752446,11.323340692992407
