FIPS,HR_UID,nameid,province,region,analysisTime,dates,compute_time,divergences,draws,tunes,pointprevalence_025,pointprevalence_50,pointprevalence_975,pointinfections_025,pointinfections_50,pointinfections_975,pointinfectious_025,pointinfectious_50,pointinfectious_975,pointinfectiousprevalence_025,pointinfectiousprevalence_50,pointinfectiousprevalence_975,infectrate_025,infectrate_50,infectrate_975
0,0,Cyprus,,,2021-12-08 07:48:40.432903,2021-12-08 00:00:00.000000,3:43:15.084468,0,40,100,1.62871311,2.46194173,3.44211921,19664,29724,41558,12753,19242,26396,1.05633404,1.59375428,2.18626518,0.43555126,0.64404540,1.34203421
