HR_UID,nameid,province,region,analysisTime,dates,cuminf_025,cuminf_50,cuminf_975
0,USSouthDakotaHyde,South Dakota,Hyde,2021-02-22 18:40:02.695627,2021-02-22 00:00:00.000000,124.02237950015765,133.51539641222215,143.55300691272691
