FIPS,HR_UID,nameid,province,region,analysisTime,dates,compute_time,divergences,draws,tunes,pointprevalence_025,pointprevalence_50,pointprevalence_975,pointinfections_025,pointinfections_50,pointinfections_975,pointinfectious_025,pointinfectious_50,pointinfectious_975,pointinfectiousprevalence_025,pointinfectiousprevalence_50,pointinfectiousprevalence_975,infectrate_025,infectrate_50,infectrate_975
13071,0,USGeorgiaColquitt,Georgia,Colquitt,2021-08-18 14:15:38.273698,2021-08-18 00:00:00.000000,3:43:37.014769,0,40,100,4.40885062,5.75049328,7.58695355,2010,2622,3459,1266,1743,2367,2.77638685,3.82305556,5.19214158,0.62442768,1.39014742,2.85458531
