HR_UID,nameid,province,region,analysisTime,dates,cuminf_025,cuminf_50,cuminf_975
0,USIndianaUnion,Indiana,Union,2021-03-04 22:06:11.414915,2021-03-04 00:00:00.000000,85.74488590047285,101.67908314269832,108.504327874162
