HR_UID,nameid,province,region,analysisTime,dates,cuminf_025,cuminf_50,cuminf_975
0,USMontanaStillwater,Montana,Stillwater,2021-02-22 22:10:16.291222,2021-02-22 00:00:00.000000,66.52317246410107,82.84938635758553,96.13519279523585
