HR_UID,nameid,province,region,analysisTime,dates,cuminf_025,cuminf_50,cuminf_975
0,USIowaKossuth,Iowa,Kossuth,2021-02-23 01:23:29.513737,2021-02-23 00:00:00.000000,73.25022611500346,82.37900110884911,87.92991449105962
