FIPS,HR_UID,nameid,province,region,analysisTime,dates,compute_time,divergences,draws,tunes,pointprevalence_025,pointprevalence_50,pointprevalence_975,pointinfections_025,pointinfections_50,pointinfections_975,pointinfectious_025,pointinfectious_50,pointinfectious_975,pointinfectiousprevalence_025,pointinfectiousprevalence_50,pointinfectiousprevalence_975,infectrate_025,infectrate_50,infectrate_975
53071,0,USWashingtonWallaWalla,Washington,Walla Walla,2021-02-22 16:17:49.329547,2021-02-22 00:00:00.000000,0:41:26.355085,0,40,100,0.46424133,1.08764037,1.63460334,282,660,993,179,447,702,0.29524405,0.73668958,1.15645238,0.38222036,1.10225347,2.66980450
