HR_UID,nameid,province,region,analysisTime,dates,underasc_025,underasc_50,underasc_975
0,USMississippiTallahatchie,Mississippi,Tallahatchie,2021-05-09 09:21:17.669212,2021-05-09 00:00:00.000000,3.9489674635539864,4.342650987629801,4.894481490179764
