FIPS,HR_UID,nameid,province,region,analysisTime,dates,compute_time,divergences,draws,tunes,pointprevalence_025,pointprevalence_50,pointprevalence_975,pointinfections_025,pointinfections_50,pointinfections_975,pointinfectious_025,pointinfectious_50,pointinfectious_975,pointinfectiousprevalence_025,pointinfectiousprevalence_50,pointinfectiousprevalence_975,infectrate_025,infectrate_50,infectrate_975
0,4602,CanadaManitobaPrairieMountain,Manitoba,Prairie Mountain,2021-03-08 19:57:14.587067,2021-03-08 00:00:00.000000,1:00:07.545097,0,40,100,0.01884379,0.03459586,0.07319762,26,49,103,16,30,62,0.01134615,0.02135733,0.04393319,0.09390754,0.17272387,0.32813001
