HR_UID,nameid,province,region,analysisTime,dates,cuminf_025,cuminf_50,cuminf_975
0,USPennsylvaniaPhiladelphia,Pennsylvania,Philadelphia,2021-05-09 08:14:19.409449,2021-05-09 00:00:00.000000,59.50601809932657,74.32626930295183,87.60771488418136
