HR_UID,nameid,province,region,analysisTime,dates,cuminf_025,cuminf_50,cuminf_975
0,USTexasScurry,Texas,Scurry,2021-02-10 03:49:57.070410,2021-02-10 00:00:00.000000,8190.660521064026,8629.488857751887,8835.19316938604
