HR_UID,nameid,province,region,analysisTime,dates,cuminf_025,cuminf_50,cuminf_975
0,USIowaJohnson,Iowa,Johnson,2021-03-04 22:24:42.903112,2021-03-04 00:00:00.000000,40.50568159816664,51.34611996587113,64.2818757802874
