HR_UID,nameid,province,region,analysisTime,dates,underasc_025,underasc_50,underasc_975
0,FranceGuadeloupe,Guadeloupe,,2021-03-04 14:05:12.790404,2021-03-04 00:00:00.000000,8.686419879154851,10.97499346179105,13.156202268944243
