HR_UID,nameid,province,region,analysisTime,dates,underasc_025,underasc_50,underasc_975
0,USMissouriBarry,Missouri,Barry,2021-02-22 22:42:43.028029,2021-02-22 00:00:00.000000,8.831738972279085,10.661250672646219,12.64076919336149
