HR_UID,nameid,province,region,analysisTime,dates,underasc_025,underasc_50,underasc_975
0,USNebraskaOtoe,Nebraska,Otoe,2021-03-04 19:19:57.374193,2021-03-04 00:00:00.000000,6.953707558968954,7.957610500075088,8.963030920570075
