FIPS,HR_UID,nameid,province,region,analysisTime,dates,compute_time,divergences,draws,tunes,pointprevalence_025,pointprevalence_50,pointprevalence_975,pointinfections_025,pointinfections_50,pointinfections_975,pointinfectious_025,pointinfectious_50,pointinfectious_975,pointinfectiousprevalence_025,pointinfectiousprevalence_50,pointinfectiousprevalence_975,infectrate_025,infectrate_50,infectrate_975
0,0,Algeria,,,2021-08-17 22:39:19.699806,2021-08-17 00:00:00.000000,4:22:31.465907,18,40,100,0.05450861,0.11581617,0.36394146,23902,50786,159592,13067,30300,69336,0.02979870,0.06909834,0.15811906,0.21808947,0.55618439,1.76350729
