HR_UID,nameid,province,region,analysisTime,dates,underasc_025,underasc_50,underasc_975
0,USNebraskaSaunders,Nebraska,Saunders,2021-02-17 09:46:41.478149,2021-02-17 00:00:00.000000,4.600630935986961,6.199961728223725,7.313209216953838
