HR_UID,nameid,province,region,analysisTime,dates,underasc_025,underasc_50,underasc_975
0,USColoradoMontezuma,Colorado,Montezuma,2021-05-09 15:44:49.595995,2021-05-09 00:00:00.000000,6.3497229589627855,7.9989993005060605,9.795979051027839
