HR_UID,nameid,province,region,analysisTime,dates,cuminf_025,cuminf_50,cuminf_975
0,USTexasGregg,Texas,Gregg,2021-03-04 16:40:21.495118,2021-03-04 00:00:00.000000,66.2297553250215,83.75655568952742,92.38738556927115
