HR_UID,nameid,province,region,analysisTime,dates,cuminf_025,cuminf_50,cuminf_975
0,USTexasSabine,Texas,Sabine,2021-02-10 03:34:20.427040,2021-02-10 00:00:00.000000,7098.785335248664,8443.903605009009,9255.166432974514
