HR_UID,nameid,province,region,analysisTime,dates,underasc_025,underasc_50,underasc_975
0,USNorthDakotaSheridan,North Dakota,Sheridan,2021-02-22 20:06:46.168608,2021-02-22 00:00:00.000000,7.268636965335754,9.959055344156557,12.682317998581995
