HR_UID,nameid,province,region,analysisTime,dates,underasc_025,underasc_50,underasc_975
0,CentralAfricanRepublic,,,2021-05-09 03:37:48.107626,2021-05-09 00:00:00.000000,8.940291293539307,12.945990534959101,15.168994830664891
